rcid,country_code,date,pro_climate_vote,abstain_from_vote
3733,MD,1992-12-06,1,0
3733,RO,1992-12-06,1,0
3733,RU,1992-12-06,1,0
3733,EE,1992-12-06,1,0
3733,LV,1992-12-06,1,0
3733,UA,1992-12-06,1,0
3733,BY,1992-12-06,1,0
3733,AM,1992-12-06,1,0
3733,AZ,1992-12-06,1,0
3733,FI,1992-12-06,1,0
3733,SE,1992-12-06,1,0
3733,NO,1992-12-06,1,0
3733,IS,1992-12-06,1,0
3733,CV,1992-12-06,1,0
3733,ST,1992-12-06,1,0
3733,GW,1992-12-06,1,0
3733,GM,1992-12-06,1,0
3733,ML,1992-12-06,1,0
3733,SN,1992-12-06,1,0
3733,BJ,1992-12-06,1,0
3733,MR,1992-12-06,1,0
3733,NE,1992-12-06,1,0
3733,CI,1992-12-06,1,0
3733,GN,1992-12-06,1,0
3733,BF,1992-12-06,1,0
3733,LR,1992-12-06,1,0
3733,SL,1992-12-06,1,0
3733,GH,1992-12-06,1,0
3733,TG,1992-12-06,1,0
3733,CM,1992-12-06,1,0
3733,NG,1992-12-06,1,0
3733,GA,1992-12-06,1,0
3733,CF,1992-12-06,1,0
3733,TD,1992-12-06,1,0
3733,CG,1992-12-06,1,0
3733,UG,1992-12-06,1,0
3733,KE,1992-12-06,1,0
3733,TZ,1992-12-06,1,0
3733,BI,1992-12-06,1,0
3733,RW,1992-12-06,1,0
3733,DJ,1992-12-06,1,0
3733,ET,1992-12-06,1,0
3733,AO,1992-12-06,1,0
3733,MZ,1992-12-06,1,0
3733,ZM,1992-12-06,1,0
3733,ZW,1992-12-06,1,0
3733,MW,1992-12-06,1,0
3733,"NA",1992-12-06,1,0
3733,LS,1992-12-06,1,0
3733,BW,1992-12-06,1,0
3733,SZ,1992-12-06,1,0
3733,MG,1992-12-06,1,0
3733,KM,1992-12-06,1,0
3733,MU,1992-12-06,1,0
3733,SC,1992-12-06,1,0
3733,MA,1992-12-06,1,0
3733,DZ,1992-12-06,1,0
3733,TN,1992-12-06,1,0
3733,SD,1992-12-06,0,1
3733,IR,1992-12-06,1,0
3733,TR,1992-12-06,1,0
3733,IQ,1992-12-06,0,1
3733,EG,1992-12-06,1,0
3733,SY,1992-12-06,1,0
3733,LB,1992-12-06,1,0
3733,JO,1992-12-06,1,0
3733,IL,1992-12-06,1,0
3733,SA,1992-12-06,1,0
3733,KW,1992-12-06,1,0
3733,BH,1992-12-06,1,0
3733,QA,1992-12-06,1,0
3733,AE,1992-12-06,1,0
3733,OM,1992-12-06,1,0
3733,AF,1992-12-06,1,0
3733,KZ,1992-12-06,1,0
3733,CN,1992-12-06,1,0
3733,MN,1992-12-06,1,0
3733,KP,1992-12-06,1,0
3733,KR,1992-12-06,1,0
3733,JP,1992-12-06,1,0
3733,IN,1992-12-06,1,0
3733,BT,1992-12-06,1,0
3733,PK,1992-12-06,1,0
3733,BD,1992-12-06,1,0
3733,MM,1992-12-06,1,0
3733,LK,1992-12-06,1,0
3733,MV,1992-12-06,1,0
3733,NP,1992-12-06,1,0
3733,TH,1992-12-06,1,0
3733,LA,1992-12-06,1,0
3733,VN,1992-12-06,1,0
3733,MY,1992-12-06,1,0
3733,SG,1992-12-06,1,0
3733,BN,1992-12-06,1,0
3733,PH,1992-12-06,1,0
3733,ID,1992-12-06,1,0
3733,AU,1992-12-06,1,0
3733,PG,1992-12-06,1,0
3733,NZ,1992-12-06,1,0
3733,VU,1992-12-06,1,0
3733,SB,1992-12-06,1,0
3733,FJ,1992-12-06,1,0
3733,MH,1992-12-06,1,0
3733,WS,1992-12-06,1,0
4743,US,2006-12-20,1,0
4743,CA,2006-12-20,0,1
4743,BS,2006-12-20,1,0
4743,CU,2006-12-20,1,0
4743,HT,2006-12-20,1,0
4743,DO,2006-12-20,1,0
4743,JM,2006-12-20,1,0
4743,TT,2006-12-20,1,0
4743,BB,2006-12-20,1,0
4743,DM,2006-12-20,1,0
4743,GD,2006-12-20,1,0
4743,LC,2006-12-20,1,0
4743,VC,2006-12-20,1,0
4743,AG,2006-12-20,1,0
4743,KN,2006-12-20,1,0
4743,BZ,2006-12-20,1,0
4743,GT,2006-12-20,1,0
4743,HN,2006-12-20,1,0
4743,SV,2006-12-20,1,0
4743,NI,2006-12-20,1,0
4743,CR,2006-12-20,1,0
4743,PA,2006-12-20,1,0
4743,CO,2006-12-20,1,0
4743,VE,2006-12-20,1,0
4743,GY,2006-12-20,1,0
4743,SR,2006-12-20,1,0
4743,EC,2006-12-20,1,0
4743,PE,2006-12-20,1,0
4743,BR,2006-12-20,1,0
4743,BO,2006-12-20,1,0
4743,PY,2006-12-20,1,0
4743,CL,2006-12-20,1,0
4743,AR,2006-12-20,1,0
4743,UY,2006-12-20,1,0
4743,GB,2006-12-20,1,0
4743,IE,2006-12-20,0,1
4743,NL,2006-12-20,0,1
4743,BE,2006-12-20,0,1
4743,LU,2006-12-20,0,1
4743,FR,2006-12-20,0,1
4743,MC,2006-12-20,0,1
4743,LI,2006-12-20,0,1
4743,CH,2006-12-20,0,1
4743,ES,2006-12-20,0,1
4743,AD,2006-12-20,0,1
4743,PT,2006-12-20,0,1
4743,DE,2006-12-20,0,1
4743,PL,2006-12-20,0,1
4743,AT,2006-12-20,0,1
4743,HU,2006-12-20,0,1
4743,CZ,2006-12-20,0,1
4743,SK,2006-12-20,0,1
4743,IT,2006-12-20,0,1
4743,SM,2006-12-20,0,1
4743,MT,2006-12-20,0,1
4743,AL,2006-12-20,0,1
4743,MK,2006-12-20,0,1
4743,YU,2006-12-20,0,1
4743,SI,2006-12-20,0,1
4743,GR,2006-12-20,0,1
4743,CY,2006-12-20,0,1
4743,MD,2006-12-20,0,1
4743,RO,2006-12-20,0,1
4743,RU,2006-12-20,1,0
4743,EE,2006-12-20,0,1
4743,LV,2006-12-20,0,1
4743,UA,2006-12-20,0,1
4743,BY,2006-12-20,1,0
4743,AM,2006-12-20,1,0
4743,GE,2006-12-20,0,1
4743,AZ,2006-12-20,1,0
4743,FI,2006-12-20,0,1
4743,SE,2006-12-20,0,1
4743,NO,2006-12-20,0,1
4743,DK,2006-12-20,0,1
4743,IS,2006-12-20,0,1
4743,CV,2006-12-20,1,0
4743,ST,2006-12-20,1,0
4743,GW,2006-12-20,1,0
4743,GM,2006-12-20,1,0
4743,ML,2006-12-20,1,0
4743,SN,2006-12-20,1,0
4743,BJ,2006-12-20,1,0
4743,MR,2006-12-20,1,0
4743,NE,2006-12-20,1,0
4743,CI,2006-12-20,1,0
4743,GN,2006-12-20,1,0
4743,BF,2006-12-20,1,0
4743,LR,2006-12-20,1,0
4743,SL,2006-12-20,1,0
4743,GH,2006-12-20,1,0
4743,TG,2006-12-20,1,0
4743,CM,2006-12-20,1,0
4743,NG,2006-12-20,1,0
4743,GA,2006-12-20,1,0
4743,CF,2006-12-20,1,0
4743,CG,2006-12-20,1,0
4743,CD,2006-12-20,1,0
4743,UG,2006-12-20,1,0
4743,KE,2006-12-20,1,0
4743,TZ,2006-12-20,1,0
4743,BI,2006-12-20,1,0
4743,SO,2006-12-20,1,0
4743,DJ,2006-12-20,1,0
4743,ET,2006-12-20,1,0
4743,ER,2006-12-20,1,0
4743,AO,2006-12-20,1,0
4743,MZ,2006-12-20,1,0
4743,ZM,2006-12-20,1,0
4743,ZW,2006-12-20,1,0
4743,MW,2006-12-20,1,0
4743,ZA,2006-12-20,1,0
4743,"NA",2006-12-20,1,0
4743,LS,2006-12-20,1,0
4743,BW,2006-12-20,1,0
4743,SZ,2006-12-20,1,0
4743,MG,2006-12-20,1,0
4743,KM,2006-12-20,1,0
4743,MU,2006-12-20,1,0
4743,MA,2006-12-20,1,0
4743,DZ,2006-12-20,1,0
4743,TN,2006-12-20,1,0
4743,LY,2006-12-20,1,0
4743,SD,2006-12-20,1,0
4743,IR,2006-12-20,1,0
4743,TR,2006-12-20,0,1
4743,IQ,2006-12-20,1,0
4743,EG,2006-12-20,1,0
4743,SY,2006-12-20,1,0
4743,LB,2006-12-20,1,0
4743,JO,2006-12-20,1,0
4743,IL,2006-12-20,0,1
4743,SA,2006-12-20,1,0
4743,YE,2006-12-20,1,0
4743,KW,2006-12-20,1,0
4743,BH,2006-12-20,1,0
4743,QA,2006-12-20,1,0
4743,AE,2006-12-20,1,0
4743,OM,2006-12-20,1,0
4743,AF,2006-12-20,1,0
4743,TM,2006-12-20,1,0
4743,KG,2006-12-20,1,0
4743,UZ,2006-12-20,1,0
4743,KZ,2006-12-20,1,0
4743,CN,2006-12-20,1,0
4743,MN,2006-12-20,1,0
4743,KP,2006-12-20,1,0
4743,KR,2006-12-20,1,0
4743,JP,2006-12-20,1,0
4743,IN,2006-12-20,1,0
4743,BT,2006-12-20,1,0
4743,PK,2006-12-20,1,0
4743,BD,2006-12-20,1,0
4743,MM,2006-12-20,1,0
4743,LK,2006-12-20,1,0
4743,MV,2006-12-20,1,0
4743,NP,2006-12-20,1,0
4743,TH,2006-12-20,1,0
4743,KH,2006-12-20,1,0
4743,LA,2006-12-20,1,0
4743,VN,2006-12-20,1,0
4743,MY,2006-12-20,1,0
4743,SG,2006-12-20,1,0
4743,BN,2006-12-20,1,0
4743,PH,2006-12-20,1,0
4743,ID,2006-12-20,1,0
4743,TL,2006-12-20,1,0
4743,AU,2006-12-20,0,1
4743,PG,2006-12-20,1,0
4743,NZ,2006-12-20,0,1
4743,VU,2006-12-20,1,0
4743,SB,2006-12-20,1,0
4743,FJ,2006-12-20,1,0
4743,TO,2006-12-20,1,0
4743,NR,2006-12-20,1,0
4743,MH,2006-12-20,1,0
4743,PW,2006-12-20,1,0
4743,FM,2006-12-20,1,0
4743,WS,2006-12-20,1,0
4818,US,2007-12-19,1,0
4818,CA,2007-12-19,1,0
4818,BS,2007-12-19,1,0
4818,HT,2007-12-19,1,0
4818,DO,2007-12-19,1,0
4818,JM,2007-12-19,1,0
4818,TT,2007-12-19,1,0
4818,BB,2007-12-19,1,0
4818,DM,2007-12-19,1,0
4818,GD,2007-12-19,1,0
4818,LC,2007-12-19,1,0
4818,VC,2007-12-19,1,0
4818,AG,2007-12-19,1,0
4818,KN,2007-12-19,1,0
4818,MX,2007-12-19,1,0
4818,BZ,2007-12-19,1,0
4818,GT,2007-12-19,1,0
4818,HN,2007-12-19,1,0
4818,SV,2007-12-19,1,0
4818,NI,2007-12-19,1,0
4818,CR,2007-12-19,1,0
4818,PA,2007-12-19,1,0
4818,CO,2007-12-19,1,0
4818,VE,2007-12-19,1,0
4818,GY,2007-12-19,1,0
4818,SR,2007-12-19,1,0
4818,EC,2007-12-19,1,0
4818,PE,2007-12-19,1,0
4818,BR,2007-12-19,1,0
4818,BO,2007-12-19,1,0
4818,PY,2007-12-19,1,0
4818,CL,2007-12-19,1,0
4818,AR,2007-12-19,1,0
4818,UY,2007-12-19,1,0
4818,GB,2007-12-19,1,0
4818,IE,2007-12-19,1,0
4818,NL,2007-12-19,1,0
4818,BE,2007-12-19,1,0
4818,LU,2007-12-19,1,0
4818,FR,2007-12-19,1,0
4818,MC,2007-12-19,1,0
4818,LI,2007-12-19,1,0
4818,CH,2007-12-19,1,0
4818,ES,2007-12-19,1,0
4818,AD,2007-12-19,1,0
4818,PT,2007-12-19,1,0
4818,DE,2007-12-19,1,0
4818,PL,2007-12-19,1,0
4818,AT,2007-12-19,1,0
4818,HU,2007-12-19,1,0
4818,SK,2007-12-19,1,0
4818,IT,2007-12-19,1,0
4818,SM,2007-12-19,1,0
4818,MT,2007-12-19,1,0
4818,AL,2007-12-19,1,0
4818,ME,2007-12-19,1,0
4818,MK,2007-12-19,1,0
4818,HR,2007-12-19,1,0
4818,YU,2007-12-19,1,0
4818,BA,2007-12-19,1,0
4818,SI,2007-12-19,1,0
4818,GR,2007-12-19,1,0
4818,CY,2007-12-19,1,0
4818,BG,2007-12-19,1,0
4818,MD,2007-12-19,1,0
4818,RO,2007-12-19,1,0
4818,RU,2007-12-19,1,0
4818,EE,2007-12-19,1,0
4818,LV,2007-12-19,1,0
4818,LT,2007-12-19,1,0
4818,UA,2007-12-19,1,0
4818,BY,2007-12-19,1,0
4818,AM,2007-12-19,1,0
4818,GE,2007-12-19,1,0
4818,AZ,2007-12-19,1,0
4818,FI,2007-12-19,1,0
4818,SE,2007-12-19,1,0
4818,NO,2007-12-19,1,0
4818,DK,2007-12-19,1,0
4818,IS,2007-12-19,1,0
4818,CV,2007-12-19,1,0
4818,GW,2007-12-19,1,0
4818,ML,2007-12-19,0,1
4818,SN,2007-12-19,1,0
4818,BJ,2007-12-19,1,0
4818,MR,2007-12-19,0,1
4818,NE,2007-12-19,1,0
4818,CI,2007-12-19,1,0
4818,GN,2007-12-19,1,0
4818,BF,2007-12-19,1,0
4818,LR,2007-12-19,1,0
4818,SL,2007-12-19,1,0
4818,GH,2007-12-19,1,0
4818,TG,2007-12-19,1,0
4818,CM,2007-12-19,1,0
4818,NG,2007-12-19,1,0
4818,GA,2007-12-19,1,0
4818,CF,2007-12-19,1,0
4818,TD,2007-12-19,1,0
4818,CG,2007-12-19,1,0
4818,CD,2007-12-19,1,0
4818,UG,2007-12-19,1,0
4818,KE,2007-12-19,1,0
4818,TZ,2007-12-19,1,0
4818,BI,2007-12-19,0,1
4818,RW,2007-12-19,1,0
4818,DJ,2007-12-19,0,1
4818,ET,2007-12-19,1,0
4818,ER,2007-12-19,1,0
4818,AO,2007-12-19,1,0
4818,MZ,2007-12-19,1,0
4818,ZM,2007-12-19,0,1
4818,ZW,2007-12-19,0,1
4818,MW,2007-12-19,1,0
4818,ZA,2007-12-19,0,1
4818,"NA",2007-12-19,1,0
4818,LS,2007-12-19,0,1
4818,BW,2007-12-19,1,0
4818,SZ,2007-12-19,0,1
4818,MG,2007-12-19,1,0
4818,KM,2007-12-19,0,1
4818,MU,2007-12-19,1,0
4818,MA,2007-12-19,0,1
4818,DZ,2007-12-19,0,1
4818,TN,2007-12-19,0,1
4818,LY,2007-12-19,0,1
4818,SD,2007-12-19,0,1
4818,TR,2007-12-19,1,0
4818,IQ,2007-12-19,0,1
4818,EG,2007-12-19,0,1
4818,SY,2007-12-19,0,1
4818,LB,2007-12-19,0,1
4818,JO,2007-12-19,0,1
4818,IL,2007-12-19,1,0
4818,SA,2007-12-19,0,1
4818,YE,2007-12-19,0,1
4818,KW,2007-12-19,0,1
4818,BH,2007-12-19,0,1
4818,QA,2007-12-19,0,1
4818,AE,2007-12-19,0,1
4818,OM,2007-12-19,0,1
4818,KG,2007-12-19,0,1
4818,UZ,2007-12-19,1,0
4818,KZ,2007-12-19,1,0
4818,CN,2007-12-19,1,0
4818,MN,2007-12-19,1,0
4818,KR,2007-12-19,1,0
4818,JP,2007-12-19,1,0
4818,IN,2007-12-19,1,0
4818,BT,2007-12-19,1,0
4818,PK,2007-12-19,1,0
4818,BD,2007-12-19,1,0
4818,MM,2007-12-19,1,0
4818,LK,2007-12-19,1,0
4818,MV,2007-12-19,1,0
4818,NP,2007-12-19,1,0
4818,TH,2007-12-19,1,0
4818,KH,2007-12-19,1,0
4818,LA,2007-12-19,1,0
4818,VN,2007-12-19,1,0
4818,MY,2007-12-19,0,1
4818,SG,2007-12-19,1,0
4818,BN,2007-12-19,1,0
4818,PH,2007-12-19,1,0
4818,ID,2007-12-19,0,1
4818,TL,2007-12-19,1,0
4818,AU,2007-12-19,1,0
4818,NZ,2007-12-19,1,0
4818,VU,2007-12-19,1,0
4818,SB,2007-12-19,1,0
4818,FJ,2007-12-19,1,0
4818,TO,2007-12-19,1,0
4818,NR,2007-12-19,1,0
4818,MH,2007-12-19,1,0
4818,PW,2007-12-19,1,0
4818,FM,2007-12-19,1,0
4818,WS,2007-12-19,1,0
4819,US,2007-12-19,0,0
4819,CA,2007-12-19,0,0
4819,BS,2007-12-19,1,0
4819,CU,2007-12-19,1,0
4819,HT,2007-12-19,1,0
4819,DO,2007-12-19,1,0
4819,JM,2007-12-19,1,0
4819,TT,2007-12-19,1,0
4819,BB,2007-12-19,1,0
4819,DM,2007-12-19,1,0
4819,GD,2007-12-19,1,0
4819,LC,2007-12-19,1,0
4819,VC,2007-12-19,1,0
4819,AG,2007-12-19,1,0
4819,KN,2007-12-19,1,0
4819,MX,2007-12-19,1,0
4819,BZ,2007-12-19,1,0
4819,GT,2007-12-19,1,0
4819,HN,2007-12-19,1,0
4819,SV,2007-12-19,1,0
4819,NI,2007-12-19,1,0
4819,CR,2007-12-19,1,0
4819,PA,2007-12-19,1,0
4819,CO,2007-12-19,0,1
4819,VE,2007-12-19,1,0
4819,GY,2007-12-19,1,0
4819,SR,2007-12-19,1,0
4819,EC,2007-12-19,1,0
4819,PE,2007-12-19,1,0
4819,BR,2007-12-19,1,0
4819,BO,2007-12-19,1,0
4819,PY,2007-12-19,1,0
4819,CL,2007-12-19,1,0
4819,AR,2007-12-19,1,0
4819,UY,2007-12-19,1,0
4819,GB,2007-12-19,1,0
4819,IE,2007-12-19,1,0
4819,NL,2007-12-19,1,0
4819,BE,2007-12-19,1,0
4819,LU,2007-12-19,1,0
4819,FR,2007-12-19,1,0
4819,MC,2007-12-19,1,0
4819,LI,2007-12-19,1,0
4819,CH,2007-12-19,1,0
4819,ES,2007-12-19,1,0
4819,AD,2007-12-19,1,0
4819,PT,2007-12-19,1,0
4819,DE,2007-12-19,1,0
4819,PL,2007-12-19,1,0
4819,AT,2007-12-19,1,0
4819,HU,2007-12-19,1,0
4819,CZ,2007-12-19,0,0
4819,SK,2007-12-19,1,0
4819,IT,2007-12-19,1,0
4819,SM,2007-12-19,1,0
4819,MT,2007-12-19,1,0
4819,AL,2007-12-19,1,0
4819,ME,2007-12-19,1,0
4819,MK,2007-12-19,1,0
4819,HR,2007-12-19,1,0
4819,YU,2007-12-19,1,0
4819,BA,2007-12-19,1,0
4819,SI,2007-12-19,1,0
4819,GR,2007-12-19,1,0
4819,CY,2007-12-19,1,0
4819,BG,2007-12-19,1,0
4819,MD,2007-12-19,1,0
4819,RO,2007-12-19,1,0
4819,RU,2007-12-19,1,0
4819,EE,2007-12-19,1,0
4819,LV,2007-12-19,1,0
4819,LT,2007-12-19,1,0
4819,UA,2007-12-19,1,0
4819,BY,2007-12-19,1,0
4819,AM,2007-12-19,1,0
4819,GE,2007-12-19,1,0
4819,AZ,2007-12-19,1,0
4819,FI,2007-12-19,1,0
4819,SE,2007-12-19,1,0
4819,NO,2007-12-19,1,0
4819,DK,2007-12-19,1,0
4819,IS,2007-12-19,1,0
4819,CV,2007-12-19,1,0
4819,GW,2007-12-19,1,0
4819,ML,2007-12-19,1,0
4819,SN,2007-12-19,1,0
4819,BJ,2007-12-19,1,0
4819,MR,2007-12-19,1,0
4819,NE,2007-12-19,1,0
4819,CI,2007-12-19,0,1
4819,GN,2007-12-19,1,0
4819,BF,2007-12-19,1,0
4819,LR,2007-12-19,1,0
4819,SL,2007-12-19,1,0
4819,GH,2007-12-19,1,0
4819,TG,2007-12-19,1,0
4819,CM,2007-12-19,0,1
4819,NG,2007-12-19,1,0
4819,GA,2007-12-19,1,0
4819,CF,2007-12-19,1,0
4819,TD,2007-12-19,1,0
4819,CG,2007-12-19,1,0
4819,CD,2007-12-19,1,0
4819,UG,2007-12-19,1,0
4819,KE,2007-12-19,1,0
4819,TZ,2007-12-19,1,0
4819,BI,2007-12-19,1,0
4819,DJ,2007-12-19,1,0
4819,ET,2007-12-19,1,0
4819,ER,2007-12-19,1,0
4819,AO,2007-12-19,1,0
4819,MZ,2007-12-19,1,0
4819,ZM,2007-12-19,1,0
4819,ZW,2007-12-19,1,0
4819,MW,2007-12-19,1,0
4819,ZA,2007-12-19,1,0
4819,"NA",2007-12-19,1,0
4819,LS,2007-12-19,1,0
4819,BW,2007-12-19,1,0
4819,SZ,2007-12-19,1,0
4819,MG,2007-12-19,1,0
4819,KM,2007-12-19,1,0
4819,MU,2007-12-19,1,0
4819,MA,2007-12-19,1,0
4819,DZ,2007-12-19,1,0
4819,TN,2007-12-19,1,0
4819,LY,2007-12-19,1,0
4819,SD,2007-12-19,1,0
4819,IR,2007-12-19,1,0
4819,TR,2007-12-19,1,0
4819,IQ,2007-12-19,1,0
4819,EG,2007-12-19,1,0
4819,SY,2007-12-19,1,0
4819,LB,2007-12-19,1,0
4819,JO,2007-12-19,1,0
4819,IL,2007-12-19,0,0
4819,SA,2007-12-19,1,0
4819,YE,2007-12-19,1,0
4819,KW,2007-12-19,1,0
4819,BH,2007-12-19,1,0
4819,QA,2007-12-19,1,0
4819,AE,2007-12-19,1,0
4819,OM,2007-12-19,1,0
4819,AF,2007-12-19,1,0
4819,TJ,2007-12-19,1,0
4819,KG,2007-12-19,1,0
4819,UZ,2007-12-19,1,0
4819,KZ,2007-12-19,1,0
4819,CN,2007-12-19,1,0
4819,MN,2007-12-19,1,0
4819,KP,2007-12-19,1,0
4819,KR,2007-12-19,1,0
4819,JP,2007-12-19,1,0
4819,IN,2007-12-19,1,0
4819,BT,2007-12-19,1,0
4819,PK,2007-12-19,1,0
4819,BD,2007-12-19,1,0
4819,MM,2007-12-19,1,0
4819,LK,2007-12-19,1,0
4819,MV,2007-12-19,1,0
4819,NP,2007-12-19,1,0
4819,TH,2007-12-19,1,0
4819,KH,2007-12-19,1,0
4819,LA,2007-12-19,1,0
4819,VN,2007-12-19,1,0
4819,MY,2007-12-19,1,0
4819,SG,2007-12-19,1,0
4819,BN,2007-12-19,1,0
4819,PH,2007-12-19,1,0
4819,ID,2007-12-19,1,0
4819,TL,2007-12-19,1,0
4819,AU,2007-12-19,0,0
4819,NZ,2007-12-19,1,0
4819,VU,2007-12-19,1,0
4819,SB,2007-12-19,1,0
4819,FJ,2007-12-19,1,0
4819,NR,2007-12-19,0,0
4819,MH,2007-12-19,0,0
4819,PW,2007-12-19,0,0
4819,WS,2007-12-19,1,0
4899,US,2008-12-19,0,0
4899,CA,2008-12-19,0,0
4899,BS,2008-12-19,1,0
4899,CU,2008-12-19,1,0
4899,HT,2008-12-19,1,0
4899,DO,2008-12-19,1,0
4899,JM,2008-12-19,1,0
4899,TT,2008-12-19,1,0
4899,BB,2008-12-19,1,0
4899,DM,2008-12-19,1,0
4899,GD,2008-12-19,1,0
4899,LC,2008-12-19,1,0
4899,VC,2008-12-19,1,0
4899,AG,2008-12-19,1,0
4899,MX,2008-12-19,1,0
4899,BZ,2008-12-19,1,0
4899,GT,2008-12-19,1,0
4899,HN,2008-12-19,1,0
4899,SV,2008-12-19,1,0
4899,NI,2008-12-19,1,0
4899,CR,2008-12-19,1,0
4899,PA,2008-12-19,1,0
4899,CO,2008-12-19,0,1
4899,VE,2008-12-19,1,0
4899,GY,2008-12-19,1,0
4899,EC,2008-12-19,1,0
4899,PE,2008-12-19,1,0
4899,BR,2008-12-19,1,0
4899,BO,2008-12-19,1,0
4899,PY,2008-12-19,1,0
4899,CL,2008-12-19,1,0
4899,AR,2008-12-19,1,0
4899,UY,2008-12-19,1,0
4899,GB,2008-12-19,1,0
4899,IE,2008-12-19,1,0
4899,NL,2008-12-19,1,0
4899,BE,2008-12-19,1,0
4899,LU,2008-12-19,1,0
4899,FR,2008-12-19,1,0
4899,MC,2008-12-19,1,0
4899,LI,2008-12-19,1,0
4899,CH,2008-12-19,1,0
4899,ES,2008-12-19,1,0
4899,AD,2008-12-19,1,0
4899,PT,2008-12-19,1,0
4899,DE,2008-12-19,1,0
4899,PL,2008-12-19,1,0
4899,AT,2008-12-19,1,0
4899,HU,2008-12-19,1,0
4899,CZ,2008-12-19,1,0
4899,SK,2008-12-19,1,0
4899,IT,2008-12-19,1,0
4899,SM,2008-12-19,1,0
4899,MT,2008-12-19,1,0
4899,AL,2008-12-19,1,0
4899,ME,2008-12-19,1,0
4899,MK,2008-12-19,1,0
4899,HR,2008-12-19,1,0
4899,YU,2008-12-19,1,0
4899,BA,2008-12-19,1,0
4899,SI,2008-12-19,1,0
4899,GR,2008-12-19,1,0
4899,CY,2008-12-19,1,0
4899,BG,2008-12-19,1,0
4899,MD,2008-12-19,1,0
4899,RO,2008-12-19,1,0
4899,RU,2008-12-19,1,0
4899,EE,2008-12-19,1,0
4899,LV,2008-12-19,1,0
4899,LT,2008-12-19,1,0
4899,UA,2008-12-19,1,0
4899,BY,2008-12-19,1,0
4899,AM,2008-12-19,1,0
4899,GE,2008-12-19,1,0
4899,AZ,2008-12-19,1,0
4899,FI,2008-12-19,1,0
4899,SE,2008-12-19,1,0
4899,NO,2008-12-19,1,0
4899,DK,2008-12-19,1,0
4899,IS,2008-12-19,1,0
4899,CV,2008-12-19,1,0
4899,ST,2008-12-19,1,0
4899,ML,2008-12-19,1,0
4899,SN,2008-12-19,1,0
4899,BJ,2008-12-19,1,0
4899,MR,2008-12-19,1,0
4899,NE,2008-12-19,1,0
4899,CI,2008-12-19,1,0
4899,GN,2008-12-19,1,0
4899,BF,2008-12-19,1,0
4899,LR,2008-12-19,1,0
4899,GH,2008-12-19,1,0
4899,TG,2008-12-19,1,0
4899,CM,2008-12-19,0,1
4899,NG,2008-12-19,1,0
4899,TD,2008-12-19,1,0
4899,CG,2008-12-19,1,0
4899,UG,2008-12-19,1,0
4899,KE,2008-12-19,1,0
4899,TZ,2008-12-19,1,0
4899,BI,2008-12-19,1,0
4899,RW,2008-12-19,1,0
4899,DJ,2008-12-19,1,0
4899,ET,2008-12-19,1,0
4899,ER,2008-12-19,1,0
4899,AO,2008-12-19,1,0
4899,MZ,2008-12-19,1,0
4899,ZM,2008-12-19,1,0
4899,ZW,2008-12-19,1,0
4899,MW,2008-12-19,1,0
4899,ZA,2008-12-19,1,0
4899,"NA",2008-12-19,1,0
4899,SZ,2008-12-19,1,0
4899,MG,2008-12-19,1,0
4899,KM,2008-12-19,1,0
4899,MU,2008-12-19,1,0
4899,MA,2008-12-19,1,0
4899,DZ,2008-12-19,1,0
4899,TN,2008-12-19,1,0
4899,LY,2008-12-19,1,0
4899,SD,2008-12-19,1,0
4899,IR,2008-12-19,1,0
4899,TR,2008-12-19,1,0
4899,IQ,2008-12-19,1,0
4899,EG,2008-12-19,1,0
4899,SY,2008-12-19,1,0
4899,LB,2008-12-19,1,0
4899,JO,2008-12-19,1,0
4899,IL,2008-12-19,0,0
4899,SA,2008-12-19,1,0
4899,YE,2008-12-19,1,0
4899,KW,2008-12-19,1,0
4899,BH,2008-12-19,1,0
4899,QA,2008-12-19,1,0
4899,AE,2008-12-19,1,0
4899,OM,2008-12-19,1,0
4899,AF,2008-12-19,1,0
4899,TJ,2008-12-19,1,0
4899,KG,2008-12-19,1,0
4899,UZ,2008-12-19,1,0
4899,KZ,2008-12-19,1,0
4899,CN,2008-12-19,1,0
4899,MN,2008-12-19,1,0
4899,KP,2008-12-19,1,0
4899,KR,2008-12-19,1,0
4899,JP,2008-12-19,1,0
4899,IN,2008-12-19,1,0
4899,BT,2008-12-19,1,0
4899,PK,2008-12-19,1,0
4899,BD,2008-12-19,1,0
4899,MM,2008-12-19,1,0
4899,LK,2008-12-19,1,0
4899,MV,2008-12-19,1,0
4899,NP,2008-12-19,1,0
4899,TH,2008-12-19,1,0
4899,KH,2008-12-19,1,0
4899,LA,2008-12-19,1,0
4899,VN,2008-12-19,1,0
4899,MY,2008-12-19,1,0
4899,SG,2008-12-19,1,0
4899,BN,2008-12-19,1,0
4899,ID,2008-12-19,1,0
4899,TL,2008-12-19,1,0
4899,AU,2008-12-19,0,0
4899,PG,2008-12-19,1,0
4899,NZ,2008-12-19,1,0
4899,VU,2008-12-19,1,0
4899,SB,2008-12-19,1,0
4899,TV,2008-12-19,1,0
4899,FJ,2008-12-19,1,0
4899,NR,2008-12-19,0,0
4899,MH,2008-12-19,0,0
4899,PW,2008-12-19,0,0
4899,WS,2008-12-19,1,0
5037,US,2009-12-21,0,0
5037,CA,2009-12-21,0,0
5037,BS,2009-12-21,1,0
